MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU
Dabrowa Gornicza,41-300,Dolna,7
Dabrowa Gornicza,41-300,Duboisa Stanislawa,179
Dabrowa Gornicza,41-300,Dudkiewicza Jozefa,73
Dabrowa Gornicza,41-303,Dzialki,177
Dabrowa Gornicza,41-303,Dzieci Wrzesnia,17
Dabrowa Gornicza,41-300,Dziewiaty,15
Dabrowa Gornicza,41-300,Dabrowka,238
Dabrowa Gornicza,41-300,Dabskiego Jakuba,158
Dabrowa Gornicza,41-300,Debowa,147
Dabrowa Gornicza,41-300,Dluga,53
Dabrowa Gornicza,41-300,Dlugosza Jana,73
Dabrowa Gornicza,41-300,Filtrowa,77
Dabrowa Gornicza,41-300,Frycza Modrzewskiego Andrzeja,12
Dabrowa Gornicza,41-300,Furmana Eugeniusza,174
Dabrowa Gornicza,41-300,Galczynskiego Konstantego Ildefonsa,77
Dabrowa Gornicza,41-303,Generala Bema Jozefa,144
Dabrowa Gornicza,41-300,Generala Dabrowskiego Henryka,176
Dabrowa Gornicza,41-300,Graniczna,183
Dabrowa Gornicza,41-300,Granitowa,236
Dabrowa Gornicza,41-300,Grunwaldzka,189
Dabrowa Gornicza,41-303,Gwardii Ludowej,223
Dabrowa Gornicza,41-300,Gorki,141
Dabrowa Gornicza,41-300,Gornicza,222
Dabrowa Gornicza,41-300,Gornikow Redenu,118
Dabrowa Gornicza,41-300,Glowackiego Bartosza,249
Dabrowa Gornicza,41-300,Harcerska,179
Dabrowa Gornicza,41-300,Hempla Jana,223
Dabrowa Gornicza,41-300,Hibnera Wladyslawa,198
Dabrowa Gornicza,41-300,Hutnika,144
Dabrowa Gornicza,41-303,III Powstania Slaskiego,91
Dabrowa Gornicza,41-300,Janowska,224
Dabrowa Gornicza,41-303,Jaskrow,108
Dabrowa Gornicza,41-303,Jasna,98
Dabrowa Gornicza,41-300,Jaworowa,157
Dabrowa Gornicza,41-300,Jesionowa,71
Dabrowa Gornicza,41-300,Kasprowicza Jana,2
Dabrowa Gornicza,41-303,Kasprzaka Marcina,31
Dabrowa Gornicza,41-300,Katowicka,183
Dabrowa Gornicza,41-300,Kilinskiego Jana,53
Dabrowa Gornicza,41-303,Klonowa,136
Dabrowa Gornicza,41-300,Kochanowskiego Jana,4
Dabrowa Gornicza,41-300,Kolejowa,174
Dabrowa Gornicza,41-303,Komuny Paryskiej,238
Dabrowa Gornicza,41-300,Konarskiego Stanislawa,165
Dabrowa Gornicza,41-300,Kondratowicza Ludwika,225
Dabrowa Gornicza,41-300,Konopnickiej Marii,164
Dabrowa Gornicza,41-300,Kopernika Mikolaja,219
Dabrowa Gornicza,41-300,Korczaka Janusza,236
Dabrowa Gornicza,41-300,Korzeniec,242
Dabrowa Gornicza,41-303,Kosmonautow,195
Dabrowa Gornicza,41-300,Kollataja Hugona,126
Dabrowa Gornicza,41-303,Koscielna,81
Dabrowa Gornicza,41-300,Kosciuszki Tadeusza,51
Dabrowa Gornicza,41-303,Krasickiego Ignacego,90
Dabrowa Gornicza,41-300,Krasinskiego Zygmunta,177
Dabrowa Gornicza,41-300,Kraszewskiego Jozefa Ignacego,115
Dabrowa Gornicza,41-300,Kruczkowskiego Leona,232
Dabrowa Gornicza,41-300,Krzynowki Stanislawa,27
Dabrowa Gornicza,41-300,Krolowej Jadwigi,243
Dabrowa Gornicza,41-300,Krotka,180
Dabrowa Gornicza,41-300,Ksiecia Poniatowskiego Jozefa,69
Dabrowa Gornicza,41-300,Ksiedza Augustynika Grzegorza,54
Dabrowa Gornicza,41-300,Kuznica Bledowska,168
Dabrowa Gornicza,41-303,Kwiatkowskiego Eugeniusza,143
Dabrowa Gornicza,41-303,Laski,238
Dabrowa Gornicza,41-300,Legionow Polskich,187
Dabrowa Gornicza,41-300,Letnia,123
Dabrowa Gornicza,41-303,Lesna,15
Dabrowa Gornicza,41-300,Limanowskiego Boleslawa,160
Dabrowa Gornicza,41-300,Ludowa,138
Dabrowa Gornicza,41-300,Majakowskiego Wlodzimierza,178
Dabrowa Gornicza,41-300,Malinowe Gorki,78
Dabrowa Gornicza,41-300,Marchlewskiego Juliana,146
Dabrowa Gornicza,41-300,Marianki,30
Dabrowa Gornicza,41-300,Mala,234
Dabrowa Gornicza,41-300,Mickiewicza Adama,112
Dabrowa Gornicza,41-300,Mireckiego Jozefa,77
Dabrowa Gornicza,41-303,Morcinka Gustawa,217
Dabrowa Gornicza,41-303,Mysliwska,54
Dabrowa Gornicza,41-300,Napierskiego Kostki,218
Dabrowa Gornicza,41-300,Narodowa,16
Dabrowa Gornicza,41-300,Niegowonicka,237
Dabrowa Gornicza,41-300,Niemcewicza Juliana Ursyna,238
Dabrowa Gornicza,41-300,Norwida Cypriana Kamila,16
Dabrowa Gornicza,41-300,Nowa,166
Dabrowa Gornicza,41-300,Nowocmentarna,68
Dabrowa Gornicza,41-300,Odrodzenia,17
Dabrowa Gornicza,41-300,Okrzei Stefana,111
Dabrowa Gornicza,41-300,Olszowa,84
Dabrowa Gornicza,41-300,Orzeszkowej Elizy,117
Dabrowa Gornicza,41-300,Paderewskiego Ignacego,148
Dabrowa Gornicza,41-300,Park Srodmiejski,238
Dabrowa Gornicza,41-303,Parkowa,110
Dabrowa Gornicza,41-300,Partyzantow,221
Dabrowa Gornicza,41-300,Paryska,187
Dabrowa Gornicza,41-300,Perla Feliksa,3
Dabrowa Gornicza,41-300,Piaskowa,150
Dabrowa Gornicza,41-303,Piecucha Konrada,221
Dabrowa Gornicza,41-300,Piwowara Adama,86
Dabrowa Gornicza,41-300,Pl. Wolnosci,100
Dabrowa Gornicza,41-300,Plater Emilii,203
Dabrowa Gornicza,41-303,Podlesie,144
Dabrowa Gornicza,41-303,Podleknicka,8
Dabrowa Gornicza,41-303,Pogodna,152
Dabrowa Gornicza,41-303,Pogoria,102
Dabrowa Gornicza,41-300,Pola Wincentego,37
Dabrowa Gornicza,41-300,Polesna,26
Dabrowa Gornicza,41-300,Poprzeczna,197
Dabrowa Gornicza,41-300,Powstancow,11
Dabrowa Gornicza,41-300,Poludniowa,38
Dabrowa Gornicza,41-300,Prosta,225
Dabrowa Gornicza,41-303,Prusa Boleslawa,145
Dabrowa Gornicza,41-300,Przemyslowa,23
Dabrowa Gornicza,41-300,Przodownikow,19
Dabrowa Gornicza,41-300,Przybylaka Wladyslawa,153
Dabrowa Gornicza,41-300,Pustynna,204
Dabrowa Gornicza,41-300,Pulaskiego Kazimierza,5
Dabrowa Gornicza,41-300,Polnocna,216
Dabrowa Gornicza,41-300,Ratanice,200
Dabrowa Gornicza,41-300,Reja Mikolaja,183
Dabrowa Gornicza,41-300,Rejtana Tadeusza,163
Dabrowa Gornicza,41-300,Reymonta Wladyslawa,235
Dabrowa Gornicza,41-300,Robotnicza,142
Dabrowa Gornicza,41-303,Rozdzienskiego Walentego,148
Dabrowa Gornicza,41-300,Rowna,123
Dabrowa Gornicza,41-300,Rozana,207
Dabrowa Gornicza,41-303,Sadowa,181
Dabrowa Gornicza,41-300,Sawickiej Hanki,19
Dabrowa Gornicza,41-303,Siedmu Szewcow,213
Dabrowa Gornicza,41-300,Sienkiewicza Henryka,217
Dabrowa Gornicza,41-300,Siewierska,238
Dabrowa Gornicza,41-300,Skalskiego Stanislawa,243
Dabrowa Gornicza,41-300,Skibinskiego Stanislawa,235
Dabrowa Gornicza,41-300,Sobieskiego Jana,175
Dabrowa Gornicza,41-300,Spokojna,125
Dabrowa Gornicza,41-300,Spoldzielcza,127
Dabrowa Gornicza,41-300,Stalowa,2
Dabrowa Gornicza,41-300,Stara,99
Dabrowa Gornicza,41-300,Starocmentarna,99
Dabrowa Gornicza,41-300,Staroscinska,236
Dabrowa Gornicza,41-300,Starzynskiego Stefana,55
Dabrowa Gornicza,41-300,Staszica Stanislawa,194
Dabrowa Gornicza,41-303,Storczykow,222
Dabrowa Gornicza,41-300,Struga Andrzeja,8
Dabrowa Gornicza,41-300,Strumien,125
Dabrowa Gornicza,41-300,Sucha,96
Dabrowa Gornicza,41-303,Swobodna,61
Dabrowa Gornicza,41-303,Szenwalda Lucjana,151
Dabrowa Gornicza,41-300,Szklana,139
Dabrowa Gornicza,41-300,Szkolna,241
Dabrowa Gornicza,41-300,Szpitalna,246
Dabrowa Gornicza,41-300,Sztorcowa,188
Dabrowa Gornicza,41-300,Sztygarska,155
Dabrowa Gornicza,41-303,Szulc Marii,166
Dabrowa Gornicza,41-300,Slowackiego Juliusza,100
Dabrowa Gornicza,41-303,Tiereszkowej Walentyny,185
Dabrowa Gornicza,41-303,Topolowa,230
Dabrowa Gornicza,41-300,Traugutta Romualda,239
Dabrowa Gornicza,41-300,Tuwima Juliana,115
Dabrowa Gornicza,41-300,Twarda,107
Dabrowa Gornicza,41-303,Tworzen,249
Dabrowa Gornicza,41-303,Tysiaclecia,178
Dabrowa Gornicza,41-300,Urbanskiego Tadeusza,5
Dabrowa Gornicza,41-300,Uthkego Cezarego,180
Dabrowa Gornicza,41-303,Wczasowa,40
Dabrowa Gornicza,41-303,Wesola,214
Dabrowa Gornicza,41-300,Wiejska,163
Dabrowa Gornicza,41-300,Wierzbowa,15
Dabrowa Gornicza,41-300,Wigury Stanislawa,137
Dabrowa Gornicza,41-303,Wodna,231
Dabrowa Gornicza,41-300,Wojska Polskiego,21
Dabrowa Gornicza,41-300,Wolska,132
Dabrowa Gornicza,41-300,Wroblewskiego Walerego,250
Dabrowa Gornicza,41-300,Wschodnia,118
Dabrowa Gornicza,41-300,Wspolna,225
Dabrowa Gornicza,41-303,Wybickiego Jozefa,134
Dabrowa Gornicza,41-300,Wypaleniska,197
Dabrowa Gornicza,41-300,Wyspianskiego Stanislawa,248
Dabrowa Gornicza,41-300,Waska,237
Dabrowa Gornicza,41-300,Zagorcze,169
Dabrowa Gornicza,41-300,Zagorska,90
Dabrowa Gornicza,41-300,Zagorze,23
Dabrowa Gornicza,41-303,Zakladowa,110
Dabrowa Gornicza,41-303,Zaplecze,224
Dabrowa Gornicza,41-300,Zapolskiej Gabrieli,57
Dabrowa Gornicza,41-300,Zdrowa,110
Dabrowa Gornicza,41-300,Zgoda,247
Dabrowa Gornicza,41-300,Zielona,90
Dabrowa Gornicza,41-300,Ziemby Jana,171
Dabrowa Gornicza,41-300,Ziemna,193
Dabrowa Gornicza,41-303,Zuchow,92
Dabrowa Gornicza,41-300,Skrytki Pocztowe Poczta Dabrowa Gornicza 001 Kosciuszki Tadeusza 16,179
Dabrowa Gornicza,41-303,Skrytki Pocztowe Poczta Dabrowa Gornicza 003 Morcinka Gustawa 3,8
Dabrowa Gornicza,41-304,Poczta Dabrowa Gornicza 004 Majakowskiego 31,238
Dabrowa Gornicza,41-306,Skrytki Pocztowe Poczta Dabrowa Gornicza 006 Wybickiego 8,91
Dabrowa Gornicza,41-308,Poczta Dabrowa Gornicza 008 (Huta Katowice) Pilsudskiego 92,120
Dabrowa Gornicza,41-310,Poczta Dabrowa Gornicza 010 Legionow Polskich 23,197
Dabrowa Gornicza,41-300,Lazy Bledowskie,83
Dabrowa Gornicza,41-300,Lancuckiego Stanislawa,99
Dabrowa Gornicza,41-300,Lukasinskiego Waleriana,103
Dabrowa Gornicza,41-303,Laczna,15
Dabrowa Gornicza,41-300,Laczaca,71
Dabrowa Gornicza,41-303,Leknice,235
Dabrowa Gornicza,41-300,Sliwinskiego Stanislawa,110
Dabrowa Gornicza,41-300,Srednia,115
Dabrowa Gornicza,41-300,Swierkowa,34
Dabrowa Gornicza,41-300,Swietej Barbary,23
Dabrowa Gornicza,41-300,Zeromskiego Stefana,102
Dabrowa Gornicza,41-300,Zolnierska,243
Dabrowa Gornicza,41-300,Zwirki Franciszka,119
Dabrowa Gornicza,41-300,Zytnia,198
Imielin,41-407,Skrytki Pocztowe Poczta Imielin Imielinska 83,22
Myslowice,41-400,1000-Lecia Panstwa Polskiego,20
Myslowice,41-400,10 Lutego,159
Myslowice,41-408,11 Listopada,179
Myslowice,41-400,28 Stycznia,236
Myslowice,41-406,28 Stycznia,244
Myslowice,41-408,3 Maja,108
Myslowice,41-409,Akacjowa,4
Myslowice,41-408,Al. Spacerowa,36
Myslowice,41-400,Armii Krajowej,30
Myslowice,41-406,Armii Krajowej,22
Myslowice,41-408,Asnyka Adama,172
Myslowice,41-400,Astrow,164
Myslowice,41-404,Baczynskiego Krzysztofa Kamila,133
Myslowice,41-400,Barbary,215
Myslowice,41-409,Batalionow Chlopskich,160
Myslowice,41-400,Batorego Stefana,70
Myslowice,41-409,Bema Jozefa,215
Myslowice,41-409,Bialobrzeska,92
Myslowice,41-404,Boczna,105
Myslowice,41-400,Bohaterow Getta,193
Myslowice,41-406,Bohaterow Getta,145
Myslowice,41-400,Boliny,22
Myslowice,41-409,Bozka Arki,151
Myslowice,41-400,Bratkow,90
Myslowice,41-409,Broniewskiego Wladyslawa,137
Myslowice,41-404,Brzezinska,238
Myslowice,41-404,Brzozowa,18
Myslowice,41-412,Brzeczkowicka,160
Myslowice,41-400,Bytomska,97
Myslowice,41-400,Cegielniana,132
Myslowice,41-409,Chromika Jerzego,147
Myslowice,41-404,Chrzanowska,143
Myslowice,41-404,Cicha,76
Myslowice,41-404,Cmentarna,59
Myslowice,41-404,Damrota Konstantego,236
Myslowice,41-404,Dolna,207
Myslowice,41-404,Dworcowa,64
Myslowice,41-408,Dygasinskiego Adolfa,57
Myslowice,41-406,Dzialkowa,240
Myslowice,41-408,Dzierzonia Jana,142
Myslowice,41-409,Dziobka Adama,194
Myslowice,41-400,Dabrowskiego Jaroslawa,86
Myslowice,41-409,Dabrowki,50
Myslowice,41-404,Debowa,160
Myslowice,41-409,Dluga,234
Myslowice,41-409,Dlugosza Jana,128
Myslowice,41-404,Fabryczna,159
Myslowice,41-409,Fikow Heleny i Jozefa,117
Myslowice,41-406,Fitelberga Grzegorza,136
Myslowice,41-400,Fredry Aleksandra,213
Myslowice,41-400,Frycza Modrzewskiego Andrzeja,226
Myslowice,41-409,Gagarina Jurija,192
Myslowice,41-400,Galczynskiego Konstantego Ildefonsa,245
Myslowice,41-412,Generala Zietka Jerzego,241
Myslowice,41-400,Gojawiczynskiej Poli,14
Myslowice,41-408,Goscinna,14
Myslowice,41-404,Graniczna,16
Myslowice,41-408,Graniczna,33
Myslowice,41-400,Grunwaldzka,132
Myslowice,41-400,Gwardii Ludowej,243
Myslowice,41-400,Gwarkow,195
Myslowice,41-400,Gornicza,149
Myslowice,41-400,Glowackiego Bartosza,82
Myslowice,41-400,Harcerska,232
Myslowice,41-408,Harcerzy Slaskich,153
Myslowice,41-404,Hetmanskiego Wojciecha,246
Myslowice,41-404,Hiacyntow,200
Myslowice,41-404,Holuja Tadeusza,102
Myslowice,41-400,Huta Amalii,158
Myslowice,41-400,Huta Rozalii,184
Myslowice,41-409,Hutnicza,137
Myslowice,41-409,Imielinska,235
Myslowice,41-400,Irysow,3
Myslowice,41-404,Iwaszkiewicza Jaroslawa,33
Myslowice,41-400,Jabloniowa,159
Myslowice,41-400,Jagiellonska,181
Myslowice,41-404,Jagodowa,120
Myslowice,41-400,Janowska,157
Myslowice,41-406,Janowska,193
Myslowice,41-400,Jasienicy Pawla,88
Myslowice,41-400,Jasinskiego Pawla,179
Myslowice,41-400,Jastruna Mieczyslawa,51
Myslowice,41-404,Jaworowa,24
Myslowice,41-404,Jasminowa,227
Myslowice,41-408,Jednosci,52
Myslowice,41-409,Jesionowa,20
Myslowice,41-400,Jodlowa,179
Myslowice,41-400,Kacza,75
Myslowice,41-408,Kasprowicza Jana,169
Myslowice,41-404,Kasztanowa,85
Myslowice,41-400,Katowicka,65
Myslowice,41-406,Katowicka,97
Myslowice,41-412,Kawy Franciszka,59
Myslowice,41-406,Kilinskiego Jana,137
Myslowice,41-404,Kochanowskiego Jana,83
Myslowice,41-409,Kokota Jozefa,182
Myslowice,41-400,Kolejowa,32
Myslowice,41-404,Konopnickiej Marii,151
Myslowice,41-400,Korczaka Janusza,39
Myslowice,41-412,Korfantego Wojciecha,7
Myslowice,41-400,Kormoranow,247
Myslowice,41-409,Kosztowska,209
Myslowice,41-404,Kotarbinskiego Tadeusza,83
Myslowice,41-404,Kownackiej Marii,46
Myslowice,41-400,Kollataja Hugona,231
Myslowice,41-404,Koscielna,134
Myslowice,41-409,Koscielniaka Franciszka,139
Myslowice,41-400,Kosciuszki Tadeusza,158
Myslowice,41-400,Krakowska,172
Myslowice,41-408,Krasowska,55
Myslowice,41-409,Krasowska,78
Myslowice,41-406,Kraszewskiego Jozefa,140
Myslowice,41-400,Krokusow,241
Myslowice,41-408,Krysztalowa,198
Myslowice,41-408,Krzywa,114
Myslowice,41-404,Krzywon Anieli,93
Myslowice,41-412,Krotka,68
Myslowice,41-408,Kreta,210
Myslowice,41-400,Ksiedza Bonczyka Norberta,210
Myslowice,41-400,Ksiedza Kani Jozefa,245
Myslowice,41-412,Ksiedza Kardynala Hlonda Augusta,174
Myslowice,41-404,Ksiedza Kudery Jana,21
Myslowice,41-412,Ksiedza Nygi Jana,150
Myslowice,41-409,Ksiedza Szafranka Jozefa,120
Myslowice,41-409,Kubicy Walentego,81
Myslowice,41-400,Kwiatowa,80
Myslowice,41-406,Kwiatowa,219
Myslowice,41-404,Laryska,59
Myslowice,41-400,Lesmiana Boleslawa,155
Myslowice,41-404,Lesna,39
Myslowice,41-409,Ligonia Juliusza,155
Myslowice,41-400,Lompy Jozefa,86
Myslowice,41-408,Makuszynskiego Kornela,179
Myslowice,41-400,Makow,30
Myslowice,41-404,Malinowa,128
Myslowice,41-400,Matejki Jana,151
Myslowice,41-400,Miarki Karola,81
Myslowice,41-400,Mickiewicza Adama,112
Myslowice,41-412,Mieleckiego Andrzeja,218
Myslowice,41-400,Mieszka I,194
Myslowice,41-409,Migdalowa,168
Myslowice,41-400,Mikolowska,14
Myslowice,41-406,Mikolowska,16
Myslowice,41-412,Mila,168
Myslowice,41-406,Moniuszki Stanislawa,64
Myslowice,41-400,Morcinka Gustawa,104
Myslowice,41-406,Morcinka Gustawa,150
Myslowice,41-408,Morgowska,198
Myslowice,41-408,Murckowska,96
Myslowice,41-412,Nad Przemsza,53
Myslowice,41-400,Nadbrzezna,72
Myslowice,41-409,Nalkowskiej Zofii,137
Myslowice,41-404,Niepodleglosci,12
Myslowice,41-408,Norwida Kamila Cypriana,29
Myslowice,41-404,Nowochrzanowska,102
Myslowice,41-406,Nowowiejskiego Feliksa,170
Myslowice,41-408,Obroncow Westerplatte,41
Myslowice,41-400,Obrzezna Polnocna,162
Myslowice,41-400,Obrzezna Zachodnia,116
Myslowice,41-404,Ofiar Wrzesnia,86
Myslowice,41-408,Ogrodowa,68
Myslowice,41-406,Okrzei Stefana,181
Myslowice,41-404,Orzeszkowej Elizy,106
Myslowice,41-409,Orla Bialego,36
Myslowice,41-408,Osmanczyka Edmunda,178
Myslowice,41-400,Oswiecimska,193
Myslowice,41-409,Paderewskiego Ignacego,131
Myslowice,41-400,Partyzantow,4
Myslowice,41-404,Piaskowa,203
Myslowice,41-400,Piastowska,78
Myslowice,41-408,Piastow Slaskich,215
Myslowice,41-400,Pl. Miroszewskich,222
Myslowice,41-400,Pl. Wolnosci,137
Myslowice,41-406,Plater Emilii,152
Myslowice,41-409,Plebiscytowa,73
Myslowice,41-409,Pochmary Wladyslawa,250
Myslowice,41-408,Pocztowa,97
Myslowice,41-412,Podgorska,9
Myslowice,41-408,Pogodna,223
Myslowice,41-412,Polna,165
Myslowice,41-409,Polskiego Czerwonego Krzyza,139
Myslowice,41-409,Poprzeczna,127
Myslowice,41-400,Portowa,246
Myslowice,41-400,Powstancow,131
Myslowice,41-400,Promenada,200
Myslowice,41-400,Prusa Boleslawa,81
Myslowice,41-400,Przemszy,181
Myslowice,41-400,Przerwy Tetmajera Kazimierza,56
Myslowice,41-400,Przybosia Juliana,208
Myslowice,41-409,Ptasia,219
Myslowice,41-404,Pukowca Bronislawa,233
Myslowice,41-404,Reja Mikolaja,117
Myslowice,41-400,Reymonta Wladyslawa Stanislawa,239
Myslowice,41-400,Robotnicza,175
Myslowice,41-400,Rolna,243
Myslowice,41-408,Rozdzienskiego Walentego,240
Myslowice,41-400,Rudnickiego Lucjana,57
Myslowice,41-409,Rymera Jozefa,89
Myslowice,41-400,Rynek,223
Myslowice,41-400,Rzeczna,215
Myslowice,41-400,Rzemieslnicza,202
Myslowice,41-404,Rownolegla,216
Myslowice,41-404,Rozana,129
Myslowice,41-406,Rozyckiego Ludomira,210
Myslowice,41-412,Saperow Slaskich,216
Myslowice,41-404,Sienkiewicza Henryka,102
Myslowice,41-404,Skalki,177
Myslowice,41-400,Skosna,34
Myslowice,41-409,Sklodowskiej Curie Marii,181
Myslowice,41-400,Sobieskiego Jana,245
Myslowice,41-400,Sosnowiecka,223
Myslowice,41-406,Sowinskiego Jozefa,161
Myslowice,41-404,Spokojna,55
Myslowice,41-408,Sportowa,241
Myslowice,41-400,Stadionowa,19
Myslowice,41-400,Staffa Leopolda,22
Myslowice,41-406,Stalmacha Pawla,203
Myslowice,41-400,Starokoscielna,113
Myslowice,41-404,Starowiejska,141
Myslowice,41-406,Staszica Stanislawa,210
Myslowice,41-400,Stawowa,121
Myslowice,41-412,Stoinskiego Stefana,168
Myslowice,41-400,Stokrotek,132
Myslowice,41-408,Storczykow,232
Myslowice,41-400,Strazacka,61
Myslowice,41-400,Struminskiego Olbrychta,15
Myslowice,41-409,Stwosza Wita,17
Myslowice,41-400,Sulkowskiego Jana,156
Myslowice,41-400,Szabelnia,97
Myslowice,41-404,Szelburg Zarembiny Ewy,214
Myslowice,41-404,Szkolna,68
Myslowice,41-406,Szopena Fryderyka,242
Myslowice,41-400,Szpitalna,207
Myslowice,41-400,Szymanowskiego Karola,123
Myslowice,41-408,Sloneczna,93
Myslowice,41-400,Slowackiego Juliusza,223
Myslowice,41-400,Slupecka,201
Myslowice,41-404,Topolowa,242
Myslowice,41-400,Towarowa,176
Myslowice,41-404,Transportowcow,135
Myslowice,41-400,Skrytki Pocztowe Poczta Myslowice 001 Powstancow 11,178
Myslowice,41-404,Skrytki Pocztowe Poczta Myslowice 004 Chrzanowska 1,36
Myslowice,41-406,Poczta Myslowice 006 Chopina Fryderyka 26,175
Myslowice,41-408,Poczta Myslowice 008 (Wesola) Pocztowa 20,236
Myslowice,41-409,Lukaszewicza Ignacego,192
Myslowice,41-400,Laczna,55
Myslowice,41-400,Swierczyny,194
Myslowice,41-400,Swierkowa,206
Piekary Slaskie,41-940,Skrytki Pocztowe Poczta Piekary Slaskie 001 Bytomska 90,131
Piekary Slaskie,41-943,Skrytki Pocztowe Poczta Piekary Slaskie 003 Generala Kleeberga Franciszka 1,44
Piekary Slaskie,41-949,Skrytki Pocztowe Poczta Piekary Slaskie 009 Curie-Sklodowskiej Marii 38,29
Radzionkow,41-922,Skrytki Pocztowe Poczta Radzionkow 001 Ksiedza Knosaly 63,215
Ruda Slaska,41-717,11 Listopada,134
Ruda Slaska,41-700,1 Maja,247
Ruda Slaska,41-706,1 Maja,60
Ruda Slaska,41-709,1 Maja,6
Ruda Slaska,41-710,1 Maja,107
Ruda Slaska,41-700,Achtelika Joachima,77
Ruda Slaska,41-711,Admiralska,51
Ruda Slaska,41-712,Akacjowa,38
Ruda Slaska,41-707,Al. Dworcowa,92
Ruda Slaska,41-711,Arki Bozka,148
Ruda Slaska,41-706,Armii Krajowej,183
Ruda Slaska,41-709,Asfaltowa,199
Ruda Slaska,41-706,Asnyka Adama,99
Ruda Slaska,41-700,Astrow,158
Ruda Slaska,41-706,Bagienna,229
Ruda Slaska,41-700,Ballestrymow,172
Ruda Slaska,41-712,Banacha Stefana,33
Ruda Slaska,41-700,Bankowa,220
Ruda Slaska,41-707,Barbary,17
Ruda Slaska,41-711,Basenowa,173
Ruda Slaska,41-707,Batorego Stefana,59
Ruda Slaska,41-707,Baltycka,130
Ruda Slaska,41-711,Bema Jozefa,165
Ruda Slaska,41-706,Beskidzka,60
Ruda Slaska,41-710,Bielszowicka,69
Ruda Slaska,41-711,Bielszowicka,79
Ruda Slaska,41-710,Bocianow,21
Ruda Slaska,41-717,Boczna,47
Ruda Slaska,41-712,Boguslawskiego,200
Ruda Slaska,41-717,Boleslawa Chrobrego,2
Ruda Slaska,41-717,Boleslawa Krzywoustego,227
Ruda Slaska,41-706,Borowa,189
Ruda Slaska,41-700,Boya Zelenskiego Tadeusza,233
Ruda Slaska,41-707,Bonczyka,165
Ruda Slaska,41-710,Brata Alberta,241
Ruda Slaska,41-700,Bratkow,22
Ruda Slaska,41-707,Bratnia,205
Ruda Slaska,41-700,Branskiego Wiktora,24
Ruda Slaska,41-706,Brodzinskiego Kazimierza,32
Ruda Slaska,41-711,Broniewskiego Wladyslawa,31
Ruda Slaska,41-717,Brygadzistow,250
Ruda Slaska,41-706,Brzechwy Jana,209
Ruda Slaska,41-707,Brzozowa,105
Ruda Slaska,41-711,Budowlanych,109
Ruda Slaska,41-700,Bujaczka Wiktora,108
Ruda Slaska,41-706,Burszki Pawla,187
Ruda Slaska,41-712,Bytomska,224
Ruda Slaska,41-710,Bytomskiego Karola,85
Ruda Slaska,41-700,Bzow,65
Ruda Slaska,41-707,Cegielniana,147
Ruda Slaska,41-700,Chabrow,26
Ruda Slaska,41-707,Chelmonskiego Jozefa,7
Ruda Slaska,41-707,Chmielna,49
Ruda Slaska,41-710,Chopina Fryderyka,119
Ruda Slaska,41-709,Chorzowska,50
Ruda Slaska,41-711,Chroboka Maksymiliana,96
Ruda Slaska,41-700,Chryzantem,179
Ruda Slaska,41-706,Chlopska,102
Ruda Slaska,41-707,Ciasna,111
Ruda Slaska,41-711,Cicha,130
Ruda Slaska,41-712,Ciolkowskiego Konstantego,161
Ruda Slaska,41-706,Cisowa,129
Ruda Slaska,41-711,Cynkowa,140
Ruda Slaska,41-710,Czajkowskiego Piotra,215
Ruda Slaska,41-712,Czapli Witolda,91
Ruda Slaska,41-709,Czarnolesna,207
Ruda Slaska,41-712,Czeresniowa,171
Ruda Slaska,41-706,Czwartakow,207
Ruda Slaska,41-709,Damrota Konstantego,146
Ruda Slaska,41-707,Do Dworca,90
Ruda Slaska,41-707,Do Ogrodka,116
Ruda Slaska,41-709,Dobrej Nadziei,185
Ruda Slaska,41-707,Dojazdowa,228
Ruda Slaska,41-710,Doktora Rostka Jozefa,180
Ruda Slaska,41-711,Dolna,22
Ruda Slaska,41-712,Doroszewskiego Witolda,243
Ruda Slaska,41-707,Dozynkowa,39
Ruda Slaska,41-707,Drobna,205
Ruda Slaska,41-717,Drozdow,7
Ruda Slaska,41-711,Drzymaly Wojciecha,219
Ruda Slaska,41-700,Dunajewskiego Issaka,132
Ruda Slaska,41-707,Dunikowskiego Xawerego,158
Ruda Slaska,41-709,Dworaka Jana Stefana,118
Ruda Slaska,41-709,Dworcowa,88
Ruda Slaska,41-707,Dzierzonia Jana,15
Ruda Slaska,41-706,Dziewanny,160
Ruda Slaska,41-710,Dabrowskiego Jaroslawa,104
Ruda Slaska,41-710,Debowa,83
Ruda Slaska,41-707,Dluga,27
Ruda Slaska,41-710,Dlugosza Jana,14
Ruda Slaska,41-710,Elsnera Jozefa,127
Ruda Slaska,41-706,Energetykow,77
Ruda Slaska,41-712,Fabryczna,73
Ruda Slaska,41-700,Fiolkow,14
Ruda Slaska,41-710,Fitelberga Grzegorza,3
Ruda Slaska,41-711,Finska,108
Ruda Slaska,41-712,Floriana,132
Ruda Slaska,41-712,Fojkisa Walentego,64
Ruda Slaska,41-709,Furgola Jana,96
Ruda Slaska,41-710,Gabora Karola,20
Ruda Slaska,41-712,Gagarina Jurija,82
Ruda Slaska,41-707,Gaikowa,238
Ruda Slaska,41-707,Gajowa,106
Ruda Slaska,41-706,Galczynskiego Konstantego Ildefonsa,11
